customerId,age,gender,incomeLevel,productCategory,purchaseAmount,purchaseDate,geographicRegion,customerLoyaltyScore,marketingChannel
C864,50,Male,135032,Tablet,241,2024-12-29,North America,5,TV
C865,47,Female,50221,Accessories,90,2024-07-29,Europe,8,In-Store Promotion
C866,55,Female,22880,Tablet,200,2024-05-28,North America,7,In-Store Promotion
C867,39,Female,74292,Tablet,397,2024-07-14,Europe,10,Social Media
C868,64,Male,36183,Laptop,1796,2025-03-06,North America,2,TV
C869,40,Female,83750,Accessories,49,2024-11-02,Asia,8,TV
C870,42,Female,121251,Smartphone,706,2025-04-24,Europe,4,Online Ads
C871,32,Female,28996,Smartphone,991,2024-09-27,Europe,4,Social Media
C872,19,Female,21685,Tablet,509,2024-11-22,South America,9,TV
C873,43,Female,41531,Tablet,221,2024-12-05,Europe,3,TV
C874,47,Male,54801,Laptop,1713,2025-02-23,Asia,2,TV
C875,59,Male,59914,Smartphone,502,2025-02-09,South America,2,Online Ads
C876,31,Female,69976,Smartphone,936,2024-05-26,North America,9,TV
C877,41,Female,78696,Tablet,205,2024-06-19,North America,1,TV
C878,31,Female,87058,Laptop,829,2025-02-22,North America,10,TV
C879,56,Male,127757,Accessories,76,2025-02-27,Europe,7,Online Ads
C880,43,Male,131482,Tablet,429,2024-09-06,North America,1,In-Store Promotion
C881,21,Male,84259,Accessories,34,2024-09-30,North America,7,Social Media
C882,42,Female,106986,Smartphone,884,2025-03-09,Asia,4,Social Media
C883,30,Male,140883,Laptop,971,2024-09-08,South America,7,In-Store Promotion
C884,28,Female,61620,Accessories,79,2024-06-27,South America,3,TV
C885,40,Male,76259,Laptop,1942,2024-06-18,Asia,3,Online Ads
C886,37,Female,49992,Laptop,1364,2024-08-15,North America,6,TV
C887,45,Female,23443,Smartphone,725,2025-05-07,Asia,2,Online Ads
C888,33,Male,115405,Accessories,18,2025-02-26,Europe,6,Social Media
C889,61,Female,93391,Tablet,446,2024-12-20,South America,7,Social Media
C890,36,Female,112050,Tablet,361,2024-12-29,North America,5,Online Ads
C891,43,Male,128637,Tablet,298,2024-12-14,South America,9,TV
C892,52,Female,81971,Tablet,254,2025-01-28,North America,6,In-Store Promotion
C893,24,Male,86089,Tablet,555,2024-08-20,South America,5,Social Media
C894,21,Female,104109,Tablet,508,2024-11-27,South America,10,Online Ads
C895,37,Female,113862,Accessories,35,2024-12-06,North America,10,In-Store Promotion
C896,63,Male,124958,Tablet,321,2025-03-27,South America,6,TV
C897,56,Female,98537,Accessories,66,2024-10-18,South America,6,Online Ads
C898,49,Female,31981,Smartphone,1077,2024-08-29,South America,7,In-Store Promotion
C899,23,Male,127299,Laptop,1387,2025-04-16,South America,2,In-Store Promotion
C900,34,Male,98871,Accessories,59,2024-11-23,Asia,9,In-Store Promotion
C901,60,Male,47212,Laptop,1432,2024-06-25,South America,1,TV
C902,26,Female,28225,Accessories,73,2024-07-05,South America,5,Online Ads
C903,64,Male,124807,Accessories,51,2025-04-28,Asia,3,Online Ads
C904,23,Female,45993,Accessories,88,2024-07-14,Europe,1,Online Ads
C905,64,Female,120018,Tablet,397,2025-03-29,South America,1,Online Ads
C906,36,Female,130975,Smartphone,592,2024-05-27,North America,4,Online Ads
C907,58,Male,27406,Accessories,67,2024-12-02,North America,5,Online Ads
C908,43,Male,72081,Accessories,71,2024-07-05,Asia,9,Online Ads
C909,56,Male,126108,Smartphone,791,2024-12-31,South America,3,In-Store Promotion
C910,61,Female,127696,Accessories,85,2025-03-02,South America,2,Online Ads
C911,40,Male,108297,Smartphone,701,2025-04-21,Europe,4,In-Store Promotion
C912,30,Male,99828,Smartphone,890,2025-02-03,North America,9,Social Media
C913,32,Female,126459,Tablet,223,2024-08-28,North America,8,Online Ads
C914,46,Male,115201,Smartphone,729,2025-05-12,Europe,1,In-Store Promotion
C915,63,Male,92179,Accessories,31,2024-05-28,Europe,4,Social Media
C916,49,Male,61494,Tablet,511,2024-11-07,North America,4,Social Media
C917,19,Female,83684,Tablet,525,2025-04-15,South America,10,Online Ads
C918,53,Female,77798,Smartphone,599,2024-12-04,South America,8,Online Ads
C919,24,Male,116988,Smartphone,649,2025-01-09,South America,8,Online Ads
C920,46,Female,59212,Accessories,15,2025-05-06,North America,7,In-Store Promotion
C921,25,Female,97577,Smartphone,739,2024-07-12,North America,8,Social Media
C922,54,Female,104924,Laptop,1809,2024-07-30,Asia,9,Social Media
C923,42,Female,119131,Tablet,415,2025-02-15,Europe,7,Online Ads
C924,35,Female,42436,Laptop,1512,2024-12-29,South America,6,In-Store Promotion
C925,57,Female,44964,Smartphone,561,2025-04-25,Europe,3,In-Store Promotion
C926,41,Male,52725,Smartphone,779,2024-08-18,Asia,2,Social Media
C927,40,Male,51885,Smartphone,1184,2024-07-27,Europe,2,Social Media
C928,24,Female,90243,Accessories,39,2025-01-02,Europe,6,Online Ads
C929,32,Female,40169,Smartphone,1023,2025-03-11,Europe,8,In-Store Promotion
C930,26,Male,46020,Smartphone,578,2024-06-12,South America,9,TV
C931,26,Female,75180,Smartphone,539,2024-06-01,Asia,3,Social Media
C932,54,Male,82795,Laptop,980,2025-02-12,Asia,10,TV
C933,60,Male,131416,Tablet,219,2025-04-30,Europe,5,Social Media
C934,40,Male,93955,Tablet,337,2025-01-22,South America,7,Online Ads
C935,45,Male,50688,Smartphone,686,2025-02-17,Asia,5,Online Ads
C936,20,Female,131786,Accessories,35,2025-01-08,Asia,8,Social Media
C937,19,Female,80215,Laptop,1053,2024-10-26,Europe,9,In-Store Promotion
C938,35,Male,61139,Smartphone,1154,2025-02-09,Europe,1,In-Store Promotion
C939,44,Female,47590,Laptop,1120,2024-07-22,Asia,4,Online Ads
C940,63,Male,83140,Laptop,1859,2024-09-19,North America,9,In-Store Promotion
C941,30,Female,113893,Tablet,362,2025-02-27,North America,5,Online Ads
C942,39,Male,29953,Tablet,594,2025-03-04,North America,1,TV
C943,60,Male,60922,Accessories,85,2024-09-25,South America,4,Online Ads
C944,54,Male,128481,Laptop,959,2025-01-29,South America,1,Online Ads
C945,32,Male,113541,Smartphone,738,2025-05-13,Asia,5,TV
C946,37,Female,43024,Accessories,58,2025-02-21,South America,1,In-Store Promotion
C947,52,Male,129833,Laptop,1888,2025-02-19,Asia,7,TV
C948,34,Female,64508,Laptop,1470,2025-03-09,North America,10,In-Store Promotion
C949,55,Male,88669,Tablet,575,2025-03-03,North America,9,Social Media
C950,21,Female,74165,Tablet,532,2024-12-04,Europe,1,In-Store Promotion
C951,46,Male,48819,Smartphone,1099,2025-02-05,South America,4,TV
C952,61,Male,93435,Smartphone,1164,2024-11-30,North America,8,TV
C953,27,Female,54565,Accessories,46,2025-04-24,South America,10,Social Media
C954,31,Male,60626,Tablet,540,2025-05-06,North America,2,Social Media
C955,56,Male,144918,Tablet,567,2024-07-10,Europe,9,Online Ads
C956,60,Female,139664,Accessories,47,2025-04-26,North America,8,Online Ads
C957,26,Male,118582,Laptop,1510,2024-09-02,Asia,10,Social Media
C958,43,Male,77725,Accessories,40,2024-11-06,Asia,6,TV
C959,18,Female,28306,Laptop,957,2024-05-26,South America,5,TV
C960,43,Female,93444,Laptop,1071,2024-08-22,North America,9,TV
C961,62,Female,123614,Laptop,1830,2025-03-11,Asia,2,Online Ads
C962,22,Male,50294,Tablet,211,2024-10-02,South America,9,TV
C963,58,Male,43525,Accessories,18,2024-09-21,Europe,9,Online Ads
C964,61,Female,109760,Laptop,972,2025-04-09,North America,6,In-Store Promotion
C965,54,Male,136188,Tablet,588,2024-06-20,North America,9,Online Ads
C966,59,Female,122402,Smartphone,541,2024-11-10,Europe,6,Online Ads
C967,40,Female,42043,Smartphone,706,2025-03-28,Asia,5,In-Store Promotion
C968,48,Female,131477,Smartphone,518,2024-12-25,South America,10,Social Media
C969,31,Female,55295,Smartphone,617,2025-03-02,South America,2,In-Store Promotion
C970,36,Male,75141,Laptop,1786,2024-11-28,Asia,2,In-Store Promotion
C971,60,Male,116435,Accessories,89,2024-08-01,South America,9,Social Media
C972,46,Male,127970,Accessories,14,2024-12-06,Asia,4,In-Store Promotion
C973,51,Female,111517,Smartphone,904,2025-04-23,North America,3,Social Media
C974,41,Male,61517,Accessories,33,2025-01-15,South America,5,Social Media
C975,43,Female,100622,Smartphone,827,2025-04-25,North America,7,Online Ads
C976,55,Male,65625,Laptop,1058,2024-05-28,Europe,8,Online Ads
C977,42,Female,65704,Accessories,41,2024-06-25,Asia,8,In-Store Promotion
C978,65,Female,95558,Laptop,1288,2024-05-26,Europe,1,In-Store Promotion
C979,58,Male,46302,Accessories,73,2024-08-19,Asia,1,TV
C980,41,Female,25351,Smartphone,900,2024-12-16,Europe,2,TV
C981,23,Female,88007,Accessories,90,2024-07-28,Asia,4,Online Ads
C982,54,Male,48420,Accessories,11,2025-05-10,South America,7,Social Media
C983,41,Female,58316,Accessories,81,2025-01-27,Asia,5,Online Ads
C984,36,Male,53787,Laptop,874,2024-12-29,South America,2,Social Media
C985,30,Male,41960,Laptop,1771,2025-02-16,Europe,9,Online Ads
C986,18,Female,111322,Accessories,25,2024-07-31,North America,4,TV
C987,27,Female,71164,Tablet,346,2024-10-14,South America,8,TV
C988,25,Male,49860,Laptop,1181,2024-09-17,South America,9,Social Media
C989,49,Male,82226,Tablet,587,2024-10-08,Asia,7,TV
C990,61,Male,81357,Laptop,974,2024-11-08,Europe,5,Social Media
C991,59,Female,102220,Smartphone,510,2025-02-10,Asia,6,Social Media
C992,40,Female,92886,Tablet,700,2024-06-08,Asia,9,In-Store Promotion
C993,57,Male,41571,Laptop,1188,2024-10-01,Europe,10,TV
C994,55,Male,34927,Laptop,1234,2024-06-09,Europe,1,Social Media
C995,21,Male,110633,Smartphone,993,2025-04-26,Europe,6,Online Ads
C996,20,Female,110590,Tablet,520,2025-03-06,South America,5,In-Store Promotion
C997,64,Male,91341,Smartphone,514,2025-02-11,Asia,9,Social Media
C998,53,Female,137493,Smartphone,509,2024-10-05,North America,7,Social Media
C999,33,Female,94920,Smartphone,710,2024-10-21,Asia,7,Social Media
C1000,28,Female,67861,Accessories,24,2024-06-06,Europe,4,TV
C1001,55,Male,70904,Laptop,1745,2024-07-01,North America,5,In-Store Promotion
C1002,22,Female,135523,Tablet,262,2025-04-21,North America,9,TV
C1003,37,Male,98246,Smartphone,722,2024-06-18,Asia,8,TV
C1004,52,Female,84732,Laptop,1782,2024-07-04,North America,8,Online Ads
C1005,32,Male,43831,Tablet,408,2025-04-22,North America,7,Social Media
C1006,51,Male,32096,Laptop,1146,2025-04-07,Asia,3,Online Ads
C1007,35,Female,98576,Tablet,354,2025-03-07,North America,8,Online Ads
C1008,23,Female,43360,Accessories,88,2024-08-21,North America,3,Social Media
C1009,36,Female,54725,Tablet,310,2024-11-10,Asia,5,Online Ads
C1010,41,Female,84083,Smartphone,840,2024-08-12,Europe,4,In-Store Promotion
C1011,33,Male,94097,Smartphone,768,2024-07-29,North America,4,Online Ads
C1012,51,Female,45746,Smartphone,757,2024-06-21,South America,6,Online Ads
C1013,22,Male,122721,Laptop,1430,2024-08-26,South America,5,Online Ads
C1014,37,Male,33747,Accessories,56,2024-09-16,South America,7,TV
C1015,61,Female,117828,Smartphone,1066,2024-06-15,Europe,8,In-Store Promotion
C1016,59,Female,33371,Accessories,17,2024-06-08,South America,2,Social Media
C1017,23,Male,97695,Smartphone,533,2024-09-23,Asia,7,Social Media
C1018,61,Male,85829,Tablet,422,2025-01-07,Asia,6,In-Store Promotion
C1019,46,Female,73582,Tablet,262,2024-10-14,Asia,3,Online Ads
C1020,41,Male,144673,Smartphone,651,2024-10-23,North America,8,In-Store Promotion
C1021,43,Female,115239,Smartphone,712,2024-09-10,Asia,4,In-Store Promotion
C1022,30,Female,100489,Tablet,377,2025-03-11,South America,8,In-Store Promotion
C1023,31,Male,26676,Tablet,489,2025-03-20,North America,1,Online Ads
C1024,26,Male,125468,Smartphone,952,2025-03-18,North America,2,TV
C1025,35,Female,38185,Accessories,55,2025-02-07,South America,4,Social Media
C1026,30,Male,43914,Laptop,1417,2024-11-15,Europe,3,In-Store Promotion
C1027,44,Female,52206,Tablet,256,2025-05-20,North America,6,Social Media
C1028,44,Female,108534,Accessories,90,2024-06-16,North America,3,TV
C1029,57,Female,146386,Tablet,251,2025-02-28,Asia,2,In-Store Promotion
C1030,55,Female,34828,Tablet,381,2025-04-06,North America,9,Online Ads
C1031,31,Female,129135,Smartphone,652,2025-01-02,North America,6,Social Media
C1032,27,Female,143424,Laptop,1845,2024-06-14,South America,1,TV
C1033,20,Female,51027,Accessories,45,2025-02-04,North America,6,TV
C1034,23,Female,97412,Accessories,22,2024-12-29,Europe,1,Social Media
C1035,63,Male,57695,Smartphone,1016,2024-09-07,Asia,4,In-Store Promotion
C1036,33,Male,136074,Smartphone,1161,2025-01-06,Asia,2,Social Media
C1037,48,Female,40658,Accessories,34,2025-02-15,North America,7,TV
C1038,57,Male,132613,Tablet,499,2025-04-10,Asia,7,TV
C1039,59,Female,82102,Laptop,1967,2024-10-14,South America,9,In-Store Promotion
C1040,65,Female,101983,Accessories,85,2025-05-22,Europe,10,Social Media
C1041,62,Female,134788,Smartphone,725,2024-12-16,Asia,9,Online Ads
C1042,56,Female,76294,Laptop,1561,2025-02-09,Asia,2,Online Ads
C1043,44,Male,80416,Smartphone,743,2024-06-17,Europe,7,In-Store Promotion
C1044,34,Female,101105,Accessories,37,2024-05-28,Asia,2,In-Store Promotion
C1045,26,Male,98072,Laptop,1871,2024-12-15,South America,6,Online Ads
C1046,50,Female,51813,Smartphone,570,2024-09-06,South America,7,In-Store Promotion
C1047,53,Male,121004,Tablet,424,2024-10-05,Europe,4,TV
C1048,61,Male,50253,Tablet,527,2025-04-24,North America,5,Social Media
C1049,52,Female,99848,Laptop,1406,2025-03-08,Asia,2,In-Store Promotion
C1050,38,Female,69058,Tablet,207,2024-12-06,South America,2,Social Media
C1051,47,Female,42106,Laptop,1485,2024-06-11,Europe,1,Online Ads
C1052,64,Male,93244,Smartphone,759,2024-10-02,South America,7,Online Ads
C1053,65,Male,108613,Tablet,477,2025-01-29,South America,3,Social Media
C1054,52,Female,86083,Smartphone,667,2025-03-20,North America,9,In-Store Promotion
C1055,48,Female,36729,Smartphone,810,2025-01-28,North America,1,In-Store Promotion
C1056,18,Male,74634,Laptop,1198,2025-04-26,Asia,9,Online Ads
C1057,26,Male,29769,Tablet,216,2025-03-11,North America,6,Social Media
C1058,39,Male,41738,Smartphone,1047,2025-04-23,Asia,3,Social Media
C1059,45,Male,132356,Tablet,401,2025-02-02,Asia,3,Social Media
C1060,43,Male,74625,Smartphone,557,2024-06-10,South America,2,TV
C1061,41,Male,42520,Laptop,1134,2025-03-20,Europe,1,TV
C1062,38,Female,128900,Laptop,1980,2025-02-27,North America,4,TV
C1063,40,Male,134069,Tablet,367,2024-10-22,Asia,9,TV
C1064,40,Female,116097,Laptop,1416,2024-06-01,Europe,9,Social Media
C1065,20,Male,85734,Smartphone,536,2025-01-31,North America,6,TV
C1066,64,Male,91729,Smartphone,1061,2024-09-20,North America,1,In-Store Promotion
C1067,65,Female,108886,Laptop,1179,2024-07-02,Asia,9,TV
C1068,62,Male,89775,Laptop,911,2025-05-12,Europe,9,TV
C1069,40,Female,50162,Smartphone,761,2025-02-26,North America,9,Social Media
C1070,62,Male,136878,Tablet,209,2025-02-14,Europe,3,In-Store Promotion
C1071,38,Male,37242,Smartphone,962,2025-04-10,North America,2,Online Ads
C1072,61,Female,65239,Smartphone,1160,2024-11-10,South America,9,Social Media
C1073,42,Female,27665,Smartphone,731,2024-11-24,Europe,4,Online Ads
C1074,50,Female,90391,Laptop,1076,2024-09-17,North America,1,Social Media
C1075,32,Male,93449,Smartphone,695,2024-05-28,North America,10,Social Media
C1076,54,Female,44372,Tablet,562,2024-11-23,North America,2,Online Ads
C1077,58,Male,26715,Accessories,19,2024-08-01,South America,4,Social Media
C1078,25,Female,41445,Laptop,1139,2024-11-02,Europe,3,Online Ads
C1079,50,Female,126113,Accessories,95,2024-06-16,Asia,4,Social Media
C1080,60,Female,126521,Laptop,1924,2024-10-21,North America,5,Social Media
C1081,58,Male,113902,Tablet,503,2024-08-28,Europe,5,In-Store Promotion
C1082,45,Female,80576,Tablet,429,2025-02-24,South America,3,Online Ads
C1083,41,Male,84650,Laptop,969,2024-12-25,Europe,7,TV
C1084,41,Female,108831,Smartphone,878,2024-09-10,North America,3,Online Ads
C1085,63,Male,25561,Tablet,414,2025-05-15,North America,10,In-Store Promotion
C1086,18,Male,105080,Smartphone,854,2024-08-09,Europe,3,TV
C1087,60,Female,69799,Laptop,1846,2025-01-21,North America,10,In-Store Promotion
C1088,30,Female,94887,Smartphone,1189,2024-11-30,North America,6,In-Store Promotion
C1089,26,Female,120474,Smartphone,976,2025-04-02,South America,2,In-Store Promotion
C1090,22,Female,68815,Tablet,207,2025-05-20,Asia,7,In-Store Promotion
C1091,25,Male,25232,Smartphone,1198,2024-10-21,Asia,6,Social Media
C1092,44,Male,137880,Accessories,16,2025-01-26,Asia,8,Social Media
C1093,56,Female,48128,Accessories,96,2024-12-22,Europe,2,TV
C1094,56,Female,117408,Tablet,262,2025-05-05,Europe,8,Online Ads
C1095,58,Female,127798,Laptop,1747,2024-06-08,Asia,10,In-Store Promotion
C1096,59,Female,21591,Laptop,1948,2025-02-07,Europe,9,In-Store Promotion
C1097,36,Female,114132,Accessories,87,2024-06-16,Europe,4,Online Ads
C1098,36,Male,128282,Tablet,497,2024-09-22,South America,2,TV
C1099,53,Female,58043,Tablet,247,2024-09-18,Asia,8,Online Ads
C1100,22,Female,45130,Laptop,1261,2024-12-23,South America,1,In-Store Promotion
C1101,60,Male,39039,Laptop,844,2025-03-20,Europe,4,TV
C1102,47,Female,142199,Tablet,201,2025-01-06,North America,9,Online Ads
C1103,36,Male,65103,Tablet,517,2025-05-07,South America,1,Social Media
C1104,45,Female,148709,Accessories,16,2024-09-08,South America,2,Online Ads
C1105,24,Female,120082,Tablet,248,2025-05-14,North America,3,Social Media
C1106,46,Male,37607,Tablet,335,2025-04-08,North America,1,In-Store Promotion
C1107,41,Female,51498,Smartphone,570,2024-08-21,North America,3,Online Ads
C1108,44,Female,145619,Laptop,1697,2025-02-28,Asia,2,TV
C1109,54,Female,78944,Smartphone,1152,2025-01-27,Asia,9,In-Store Promotion
C1110,30,Female,99987,Laptop,1562,2025-01-17,Europe,10,TV
C1111,59,Male,73161,Tablet,367,2025-01-03,South America,7,In-Store Promotion
C1112,22,Female,81024,Tablet,322,2024-05-30,Asia,5,In-Store Promotion
C1113,38,Female,147185,Laptop,1397,2025-02-14,Europe,7,TV
C1114,18,Male,37092,Tablet,352,2024-09-19,Asia,4,In-Store Promotion
C1115,38,Female,141495,Laptop,1234,2024-10-08,South America,2,Social Media
C1116,57,Male,132123,Smartphone,557,2024-07-27,North America,6,Social Media
C1117,23,Male,121343,Smartphone,920,2025-04-21,Asia,4,In-Store Promotion
C1118,35,Male,41624,Smartphone,828,2024-10-19,North America,7,TV
C1119,40,Female,95587,Tablet,460,2024-09-28,Europe,5,Online Ads
C1120,59,Male,25163,Tablet,405,2024-06-06,Asia,5,Social Media
C1121,35,Female,111225,Tablet,532,2024-07-07,Asia,6,Social Media
C1122,26,Female,53149,Tablet,590,2024-12-03,Europe,2,TV
C1123,32,Female,40091,Smartphone,649,2024-07-18,South America,7,In-Store Promotion
C1124,53,Male,106761,Accessories,83,2024-06-13,North America,2,In-Store Promotion
C1125,57,Female,55820,Laptop,1854,2024-05-26,Asia,1,Online Ads
C1126,60,Female,23418,Smartphone,846,2024-12-12,Europe,9,Social Media
C1127,24,Male,140300,Laptop,1811,2025-01-20,Asia,8,Online Ads
C1128,50,Female,99260,Laptop,1292,2024-11-28,Asia,4,In-Store Promotion
C1129,57,Male,60726,Tablet,488,2024-12-08,South America,8,Online Ads
C1130,27,Male,27441,Accessories,61,2024-06-06,Asia,3,Online Ads
C1131,23,Female,103276,Accessories,63,2024-08-28,Asia,7,Social Media
C1132,40,Male,123284,Accessories,82,2024-07-24,South America,8,Online Ads
C1133,47,Female,103358,Laptop,990,2024-08-14,South America,2,Social Media
C1134,52,Female,97175,Smartphone,993,2024-10-13,Europe,6,Online Ads
C1135,56,Female,99729,Smartphone,632,2024-10-25,Europe,5,In-Store Promotion
C1136,60,Male,149859,Smartphone,905,2024-10-09,North America,6,In-Store Promotion
C1137,43,Female,73142,Accessories,71,2024-09-16,South America,2,TV
C1138,29,Male,102816,Tablet,346,2025-02-06,North America,4,TV
C1139,50,Male,95160,Laptop,1105,2025-03-04,North America,6,In-Store Promotion
C1140,55,Male,44272,Smartphone,764,2024-09-21,Europe,7,In-Store Promotion
C1141,33,Female,93236,Tablet,280,2025-01-14,South America,5,In-Store Promotion
C1142,23,Male,58459,Laptop,1746,2024-10-13,Europe,6,TV
C1143,33,Male,45722,Accessories,44,2024-10-29,Asia,7,TV
C1144,34,Female,62587,Tablet,516,2024-08-05,Europe,4,TV
C1145,24,Male,51827,Smartphone,783,2024-08-22,North America,10,Social Media
C1146,21,Male,86840,Accessories,58,2024-11-04,Asia,6,In-Store Promotion
C1147,61,Male,31028,Smartphone,527,2025-01-01,North America,8,In-Store Promotion
C1148,36,Female,45517,Smartphone,827,2025-05-22,South America,9,Online Ads
C1149,36,Male,144846,Tablet,319,2025-02-07,Asia,10,Social Media
C1150,50,Female,26983,Tablet,391,2025-02-26,North America,1,Social Media
C1151,54,Male,149734,Smartphone,937,2025-01-19,South America,2,Social Media
C1152,32,Female,124494,Accessories,14,2024-09-16,North America,1,Social Media
C1153,22,Female,117477,Smartphone,876,2024-11-26,Asia,1,TV
C1154,45,Male,34164,Laptop,1295,2024-07-01,Asia,7,Social Media
C1155,56,Female,85908,Smartphone,581,2024-10-09,Asia,6,TV
C1156,64,Male,73224,Smartphone,724,2024-11-06,Europe,10,In-Store Promotion
C1157,40,Male,94154,Smartphone,767,2025-02-19,Asia,4,Social Media
C1158,31,Male,45121,Smartphone,1065,2024-11-07,North America,1,Online Ads
C1159,59,Male,86397,Laptop,1813,2024-08-05,Europe,9,Social Media
C1160,41,Male,82958,Smartphone,795,2025-02-27,Europe,5,TV
C1161,19,Female,51111,Tablet,278,2024-08-20,Asia,4,TV
C1162,18,Male,72464,Smartphone,961,2024-06-05,Asia,7,TV
C1163,32,Male,25246,Accessories,57,2024-07-18,Europe,5,TV
C1164,21,Male,86079,Laptop,1890,2024-06-16,South America,3,In-Store Promotion
C1165,42,Female,107934,Laptop,1605,2024-10-04,South America,1,Online Ads
C1166,46,Female,65391,Tablet,474,2024-08-22,Asia,6,In-Store Promotion
C1167,23,Female,144182,Smartphone,992,2024-12-30,South America,6,Social Media
C1168,47,Male,27878,Laptop,1430,2024-10-28,Asia,5,Social Media
C1169,48,Male,57357,Laptop,1755,2025-01-27,South America,9,In-Store Promotion
C1170,26,Female,75360,Accessories,83,2024-11-08,North America,3,Online Ads
C1171,50,Male,147850,Laptop,1125,2025-03-10,South America,6,Social Media
C1172,52,Male,66111,Accessories,42,2024-10-01,North America,9,Online Ads
C1173,60,Female,62759,Smartphone,641,2024-10-15,North America,3,Online Ads
C1174,53,Male,42642,Smartphone,701,2024-08-27,Europe,2,Online Ads
C1175,38,Female,45727,Tablet,332,2024-09-24,Europe,4,Online Ads
C1176,63,Male,147545,Tablet,311,2024-07-22,South America,5,In-Store Promotion
C1177,18,Male,137273,Laptop,832,2025-02-10,North America,8,TV
C1178,45,Female,64371,Laptop,1611,2024-10-15,South America,8,Social Media
C1179,24,Female,22555,Tablet,270,2025-04-19,Europe,2,TV
C1180,27,Female,59367,Smartphone,1172,2025-03-30,Asia,1,TV
C1181,27,Female,125475,Smartphone,934,2024-12-20,South America,6,In-Store Promotion
C1182,41,Female,100811,Smartphone,534,2024-07-03,Europe,6,In-Store Promotion
C1183,65,Male,65846,Smartphone,798,2024-08-24,North America,5,In-Store Promotion
C1184,38,Female,78441,Tablet,587,2024-12-14,North America,10,In-Store Promotion
C1185,56,Female,54625,Tablet,590,2024-10-08,Europe,2,TV
C1186,57,Female,104886,Tablet,585,2025-05-22,North America,7,In-Store Promotion
C1187,51,Male,131075,Smartphone,616,2024-09-24,North America,5,TV
C1188,39,Female,36325,Smartphone,896,2024-07-15,North America,8,Online Ads
C1189,60,Male,105126,Smartphone,870,2024-12-25,North America,2,Online Ads
C1190,39,Female,20075,Laptop,1267,2024-11-15,Europe,1,Online Ads
C1191,54,Male,59622,Tablet,357,2024-06-14,Asia,10,In-Store Promotion
C1192,54,Female,103363,Tablet,303,2025-01-07,North America,10,In-Store Promotion
C1193,25,Male,134720,Laptop,1175,2025-03-24,Europe,9,Online Ads
C1194,43,Male,137081,Smartphone,767,2024-06-21,North America,4,Online Ads
C1195,34,Male,127653,Laptop,1726,2024-11-09,Europe,5,Social Media
C1196,59,Male,141710,Accessories,90,2025-02-24,Asia,1,TV
C1197,65,Female,50953,Smartphone,617,2024-07-03,North America,8,Social Media
C1198,32,Male,90363,Accessories,12,2024-10-04,Asia,8,In-Store Promotion
C1199,32,Male,88914,Accessories,97,2024-12-26,Europe,4,Social Media
C1200,65,Male,107911,Laptop,1632,2024-12-19,Europe,3,Online Ads
C1201,35,Male,94199,Tablet,277,2025-04-21,Asia,9,Online Ads
C1202,36,Male,84132,Smartphone,1004,2024-08-16,South America,7,In-Store Promotion
C1203,29,Female,103304,Laptop,1059,2024-08-18,North America,9,In-Store Promotion
C1204,56,Male,92353,Accessories,50,2025-01-01,Asia,1,TV
C1205,61,Female,88979,Tablet,313,2024-10-31,Asia,2,Social Media
C1206,50,Male,62347,Tablet,586,2024-12-08,South America,8,In-Store Promotion
C1207,21,Female,40862,Accessories,58,2024-09-14,South America,2,Social Media
C1208,32,Male,36846,Laptop,1397,2024-07-06,Europe,7,In-Store Promotion
C1209,20,Female,31823,Smartphone,1047,2024-09-04,North America,1,Online Ads
C1210,58,Male,31922,Tablet,554,2025-05-08,South America,6,Social Media
C1211,20,Male,82983,Laptop,1010,2024-08-08,North America,6,TV
C1212,20,Female,40822,Smartphone,885,2024-10-19,South America,7,In-Store Promotion
C1213,40,Female,85581,Accessories,14,2024-07-05,North America,1,In-Store Promotion
C1214,38,Male,102842,Laptop,3078,2025-01-16,Europe,9,Social Media
C1215,28,Male,141060,Tablet,318,2024-12-09,South America,1,In-Store Promotion
C1216,38,Male,65680,Accessories,16,2025-03-29,North America,4,In-Store Promotion
C1217,63,Female,57724,Tablet,425,2024-07-22,South America,2,TV
C1218,59,Male,100287,Tablet,439,2024-06-08,Asia,5,In-Store Promotion
C1219,21,Male,81596,Laptop,831,2025-03-15,Asia,10,Social Media
C1220,42,Female,27325,Smartphone,649,2024-12-12,North America,8,Online Ads
C1221,31,Male,23233,Tablet,511,2024-07-15,Asia,1,TV
C1222,43,Male,117876,Tablet,435,2024-10-28,Europe,4,Social Media
C1223,23,Male,87887,Tablet,320,2024-12-21,North America,7,Social Media
C1224,38,Female,36132,Laptop,1624,2024-12-25,Asia,6,TV
C1225,41,Male,138469,Tablet,342,2024-07-06,Europe,5,In-Store Promotion
C1226,33,Female,110276,Accessories,61,2025-03-28,Europe,7,Social Media
C1227,61,Male,82216,Accessories,87,2024-11-20,Europe,1,Social Media
C1228,40,Male,141288,Smartphone,539,2024-10-06,South America,1,In-Store Promotion
C1229,60,Male,44491,Smartphone,780,2024-08-24,North America,10,Social Media
C1230,36,Female,43512,Accessories,87,2024-07-31,Europe,8,Online Ads
C1231,36,Female,131498,Laptop,1027,2024-12-16,North America,1,TV
C1232,27,Female,81085,Tablet,203,2024-09-03,South America,6,TV
C1233,45,Male,31462,Laptop,1506,2024-11-17,North America,2,Online Ads
C1234,51,Male,56309,Smartphone,577,2025-03-07,North America,7,In-Store Promotion
