transactionId,dateOfTransaction,accountId,transactionAmount,transactionType,location,accountBalanceAfter,customerSegment,fraudFlag
T0815,2024-09-17,A5077,4708,Deposit,London,76387,SME,false
T0816,2024-07-18,A9138,1043,Deposit,London,70273,Corporate,false
T0817,2024-10-15,A7814,3921,Transfer,Tokyo,42504,Retail,false
T0818,2024-06-22,A2082,1587,Withdrawal,London,26696,Corporate,false
T0819,2025-02-26,A3662,308,Transfer,Sydney,40222,Corporate,false
T0820,2024-12-09,A7643,2271,Transfer,London,67112,Corporate,false
T0821,2024-07-01,A8364,4282,Withdrawal,London,63753,Corporate,false
T0822,2024-10-20,A7494,176,Withdrawal,Tokyo,22526,Retail,false
T0823,2024-08-08,A7319,1557,Withdrawal,Sydney,45638,Corporate,false
T0824,2025-03-18,A4978,2262,Transfer,Tokyo,27987,Retail,false
T0825,2024-06-13,A9161,963,Transfer,Tokyo,97697,Corporate,false
T0826,2025-02-16,A8788,3697,Transfer,New York,3943,Retail,false
T0827,2025-01-24,A2025,1548,Transfer,London,90247,Retail,false
T0828,2025-02-25,A8772,1907,Transfer,London,53198,SME,false
T0829,2024-10-14,A6026,2464,Deposit,New York,71429,SME,false
T0830,2024-11-01,A8848,4156,Deposit,Tokyo,67382,Retail,false
T0831,2025-04-22,A1516,4324,Deposit,Tokyo,82647,SME,false
T0832,2025-03-20,A7682,1068,Withdrawal,Sydney,87543,SME,false
T0833,2025-01-08,A8702,1903,Deposit,New York,66244,Retail,false
T0834,2024-08-22,A9097,23,Withdrawal,London,94575,Corporate,false
T0835,2025-04-27,A2248,1300,Transfer,New York,34105,Retail,true
T0836,2025-02-07,A7318,3460,Withdrawal,London,6651,Retail,false
T0837,2024-10-05,A8868,3065,Deposit,Tokyo,41669,SME,false
T0838,2024-06-27,A7120,1323,Transfer,Tokyo,-163,Retail,false
T0839,2025-03-31,A6748,389,Transfer,Tokyo,97583,SME,false
T0840,2024-09-15,A9940,1994,Withdrawal,Sydney,13040,Retail,false
T0841,2024-11-08,A6511,4571,Deposit,Tokyo,83608,Corporate,false
T0842,2025-01-19,A5530,4765,Deposit,London,9395,Retail,false
T0843,2024-08-25,A2046,9336,Deposit,New York,41295,SME,true
T0844,2024-12-14,A7314,17,Withdrawal,Sydney,14338,Corporate,false
T0845,2025-02-27,A8494,4192,Withdrawal,New York,81069,Retail,false
T0846,2024-10-10,A4615,2880,Deposit,Tokyo,97373,Corporate,false
T0847,2024-08-20,A7378,1232,Transfer,London,45125,Corporate,false
T0848,2024-11-12,A4308,2329,Withdrawal,New York,36684,Corporate,false
T0849,2025-04-24,A7802,4035,Transfer,Sydney,35439,SME,false
T0850,2025-03-09,A2345,3482,Deposit,Sydney,57157,Corporate,false
T0851,2024-09-08,A1767,1755,Withdrawal,Tokyo,21736,Retail,false
T0852,2025-03-14,A8954,2013,Withdrawal,New York,46441,SME,false
T0853,2025-04-23,A7572,4116,Transfer,London,13608,Retail,false
T0854,2024-12-18,A3968,3926,Transfer,Sydney,77793,SME,false
T0855,2024-06-13,A7784,4876,Deposit,New York,44014,SME,false
T0856,2024-11-11,A6944,4250,Deposit,Sydney,58016,SME,false
T0857,2024-11-01,A2381,2033,Withdrawal,New York,72395,Corporate,false
T0858,2024-10-24,A1189,1459,Withdrawal,London,82700,Corporate,false
T0859,2024-06-12,A6571,1931,Withdrawal,New York,70432,Retail,false
T0860,2025-04-06,A4636,2585,Withdrawal,London,47518,SME,false
T0861,2024-06-07,A5510,1469,Deposit,Tokyo,57480,SME,false
T0862,2024-08-02,A4904,4172,Withdrawal,New York,53727,SME,false
T0863,2025-01-15,A4183,3946,Deposit,Sydney,63544,Corporate,false
T0864,2025-03-08,A1854,2194,Deposit,Tokyo,78432,Corporate,false
T0865,2024-11-10,A3158,1381,Deposit,Tokyo,79155,Retail,false
T0866,2024-08-06,A4426,2153,Withdrawal,Tokyo,73110,Retail,false
T0867,2025-03-20,A9559,4759,Deposit,Sydney,45190,Corporate,false
T0868,2025-02-09,A1469,2076,Deposit,Sydney,48739,Corporate,false
T0869,2024-12-10,A8870,3867,Transfer,New York,63653,SME,false
T0870,2025-01-09,A5662,49,Withdrawal,London,1066,SME,false
T0871,2024-12-23,A2710,430,Transfer,London,68411,SME,false
T0872,2024-11-14,A1153,849,Withdrawal,Tokyo,54403,SME,false
T0873,2024-08-30,A1064,1153,Transfer,Tokyo,93222,Retail,false
T0874,2024-08-27,A1886,1234,Transfer,London,19446,SME,false
T0875,2024-10-20,A7687,2750,Transfer,Sydney,82357,Retail,false
T0876,2024-05-30,A5913,801,Transfer,Tokyo,48219,SME,false
T0877,2025-03-18,A8256,3840,Deposit,New York,35001,Corporate,false
T0878,2024-09-24,A7868,2922,Transfer,Tokyo,95046,Corporate,false
T0879,2025-03-09,A2807,4822,Deposit,Tokyo,36705,SME,false
T0880,2025-04-15,A2029,18195,Deposit,New York,97106,SME,true
T0881,2024-10-04,A1530,1691,Deposit,New York,13936,Corporate,false
T0882,2024-08-26,A6961,332,Withdrawal,Tokyo,26350,Retail,false
T0883,2024-07-13,A6879,4308,Transfer,New York,87882,Corporate,false
T0884,2024-06-13,A1817,1474,Deposit,London,48139,SME,false
T0885,2024-11-20,A5369,2991,Withdrawal,London,86592,Corporate,false
T0886,2025-02-01,A5070,112,Deposit,New York,14123,Corporate,false
T0887,2024-07-11,A1231,2970,Deposit,London,10718,Retail,false
T0888,2024-07-18,A2380,2739,Deposit,London,37060,SME,false
T0889,2025-02-23,A5782,3094,Transfer,New York,20348,Corporate,false
T0890,2024-11-13,A4456,827,Withdrawal,London,67245,Corporate,false
T0891,2024-08-21,A9888,2536,Withdrawal,Tokyo,65214,Retail,false
T0892,2025-01-10,A7741,5758,Withdrawal,London,76967,Corporate,true
T0893,2024-07-23,A5619,3100,Withdrawal,New York,51988,SME,false
T0894,2024-12-19,A9920,285,Deposit,Sydney,60495,SME,false
T0895,2025-03-23,A1865,440,Deposit,Tokyo,8690,Corporate,false
T0896,2025-05-06,A8732,3012,Transfer,Sydney,73848,SME,false
T0897,2024-12-23,A9344,2559,Transfer,Tokyo,51521,Corporate,false
T0898,2025-03-31,A3496,3846,Transfer,London,18060,Corporate,false
T0899,2025-04-09,A5267,279,Deposit,New York,54532,Retail,false
T0900,2025-03-12,A7795,2188,Deposit,London,80938,Corporate,false
T0901,2025-03-12,A2936,2037,Transfer,Sydney,30418,SME,false
T0902,2024-11-23,A9537,2544,Deposit,Tokyo,21725,Retail,false
T0903,2025-04-07,A4330,2160,Deposit,New York,13894,SME,false
T0904,2024-07-16,A9210,2269,Transfer,London,67775,Corporate,false
T0905,2024-06-11,A2774,2991,Withdrawal,Sydney,23214,Corporate,false
T0906,2024-12-05,A3770,2250,Deposit,Tokyo,17514,Corporate,true
T0907,2025-04-07,A3065,2384,Withdrawal,Sydney,96905,SME,false
T0908,2024-07-03,A2315,4231,Withdrawal,Tokyo,16487,Retail,false
T0909,2025-04-17,A1130,33770,Transfer,London,-1436,SME,true
T0910,2025-01-23,A3665,2094,Withdrawal,Sydney,82834,SME,false
T0911,2024-05-27,A9338,3456,Transfer,New York,40851,SME,false
T0912,2025-02-04,A6507,322,Deposit,Sydney,86752,Retail,false
T0913,2025-01-03,A3976,1947,Transfer,New York,78800,SME,false
T0914,2024-06-08,A8147,167,Withdrawal,Tokyo,72644,Corporate,false
T0915,2024-07-07,A8232,275,Withdrawal,London,91263,Retail,false
T0916,2025-03-28,A6687,673,Deposit,Tokyo,13761,Corporate,false
T0917,2024-11-01,A1502,398,Transfer,New York,52979,SME,false
T0918,2025-04-18,A1834,1002,Withdrawal,Sydney,74619,Corporate,false
T0919,2024-05-25,A1515,854,Transfer,London,22597,SME,false
T0920,2024-05-31,A4508,1910,Deposit,Tokyo,17213,Corporate,false
T0921,2024-12-15,A8129,4967,Transfer,Tokyo,22226,SME,false
T0922,2025-03-19,A1734,2822,Withdrawal,London,85574,Corporate,false
T0923,2024-10-03,A1254,2777,Deposit,Sydney,24571,Retail,false
T0924,2024-10-26,A1442,3288,Transfer,London,43191,Corporate,false
T0925,2024-10-24,A9985,1774,Deposit,New York,28888,Retail,false
T0926,2024-07-17,A6153,2207,Withdrawal,Tokyo,91409,Retail,false
T0927,2024-08-02,A1105,39230,Withdrawal,New York,16188,SME,true
T0928,2025-05-12,A3222,1752,Deposit,Sydney,72781,Corporate,false
T0929,2025-04-09,A1249,2270,Withdrawal,Sydney,64762,Corporate,false
T0930,2024-10-31,A6252,1824,Transfer,London,68427,Retail,false
T0931,2025-02-14,A8097,4923,Transfer,Tokyo,47054,Retail,false
T0932,2025-02-22,A5255,3369,Withdrawal,London,81139,Retail,false
T0933,2025-04-22,A1591,3623,Withdrawal,New York,76620,Retail,false
T0934,2024-11-19,A1734,2779,Deposit,New York,78413,Corporate,false
T0935,2025-05-22,A6418,1351,Deposit,Tokyo,61144,SME,false
T0936,2024-07-25,A2635,4599,Withdrawal,New York,23971,Retail,false
T0937,2025-03-28,A6944,4839,Transfer,Tokyo,-2493,SME,false
T0938,2024-07-11,A1535,3013,Transfer,London,73383,SME,false
T0939,2024-12-23,A2917,2765,Withdrawal,Sydney,27426,Retail,false
T0940,2024-07-16,A9757,2747,Deposit,Tokyo,89709,Corporate,false
T0941,2025-02-04,A2194,4276,Withdrawal,London,75320,SME,false
T0942,2024-10-29,A8650,933,Transfer,Sydney,96074,SME,false
T0943,2025-05-03,A1502,2658,Transfer,London,88541,Corporate,false
T0944,2024-10-05,A9630,1722,Withdrawal,New York,74193,SME,false
T0945,2024-09-21,A5583,478,Deposit,New York,99138,Corporate,false
T0946,2024-07-07,A4683,4180,Deposit,New York,101268,Corporate,false
T0947,2025-05-09,A5890,4096,Deposit,London,74532,Corporate,false
T0948,2025-02-03,A1118,3449,Withdrawal,New York,53022,Corporate,false
T0949,2024-11-04,A9522,1320,Withdrawal,London,85505,Retail,false
T0950,2024-12-24,A1921,3985,Transfer,Sydney,26602,Corporate,false
T0951,2024-08-03,A4810,18095,Transfer,New York,318,SME,true
T0952,2025-04-20,A5900,377,Deposit,Sydney,93856,Retail,false
T0953,2025-04-21,A2036,799,Transfer,Tokyo,8305,SME,false
T0954,2025-03-23,A5307,4300,Deposit,New York,54899,SME,false
T0955,2024-11-01,A8227,250,Transfer,New York,10025,Corporate,false
T0956,2024-08-29,A2738,3081,Deposit,Tokyo,7561,SME,false
T0957,2025-03-19,A8665,2198,Deposit,Tokyo,69847,SME,false
T0958,2025-02-21,A3090,3123,Transfer,London,35413,Retail,false
T0959,2024-06-07,A6708,474,Transfer,Tokyo,21906,SME,false
T0960,2025-03-19,A8922,2298,Withdrawal,Tokyo,17730,Retail,false
T0961,2025-01-02,A4920,2040,Deposit,Sydney,9773,Corporate,false
T0962,2024-09-16,A7713,1236,Withdrawal,Tokyo,77508,Corporate,false
T0963,2025-03-10,A4597,1868,Deposit,Tokyo,35972,Corporate,false
T0964,2025-05-09,A4962,2570,Deposit,London,73996,SME,false
T0965,2025-03-06,A1652,3234,Transfer,Tokyo,80163,Corporate,false
T0966,2025-03-14,A1174,1620,Deposit,Sydney,61654,Corporate,false
T0967,2025-05-09,A7517,4051,Deposit,Sydney,62846,Retail,false
T0968,2024-08-07,A3871,4979,Transfer,London,75687,SME,false
T0969,2024-08-21,A3089,2997,Transfer,Sydney,16279,SME,false
T0970,2025-04-02,A1610,3074,Withdrawal,Tokyo,89828,Retail,false
T0971,2024-11-25,A4275,333,Deposit,Tokyo,75466,Corporate,false
T0972,2024-12-20,A8075,746,Withdrawal,New York,60179,Corporate,false
T0973,2024-12-03,A5401,565,Deposit,London,67662,Corporate,false
T0974,2024-12-21,A7165,3936,Deposit,London,35629,Corporate,false
T0975,2025-02-27,A8372,3337,Deposit,Tokyo,55175,Retail,false
T0976,2024-09-04,A1317,3710,Transfer,New York,686,Corporate,false
T0977,2025-03-31,A6374,33360,Transfer,Sydney,8647,Retail,true
T0978,2024-11-20,A4319,1042,Transfer,London,21024,SME,false
T0979,2025-05-03,A9514,4388,Transfer,Tokyo,50482,Corporate,false
T0980,2024-09-11,A3742,777,Withdrawal,London,53040,SME,false
T0981,2024-10-24,A6720,327,Transfer,New York,87001,Corporate,false
T0982,2025-03-15,A3665,1953,Transfer,Sydney,78885,SME,false
T0983,2025-01-31,A8157,4367,Withdrawal,Tokyo,76165,Corporate,false
T0984,2025-04-02,A3009,1434,Deposit,New York,40330,SME,false
T0985,2024-08-03,A8949,4211,Withdrawal,New York,32992,Corporate,false
T0986,2025-01-18,A5230,2727,Transfer,Sydney,5438,Retail,false
T0987,2024-05-31,A3628,2910,Transfer,Sydney,62632,Corporate,false
T0988,2025-02-19,A8253,3417,Transfer,Tokyo,61837,Corporate,false
T0989,2024-09-06,A3863,2979,Withdrawal,New York,99,Corporate,false
T0990,2025-02-15,A8929,4944,Deposit,Sydney,96302,SME,false
T0991,2024-11-04,A6788,1322,Transfer,New York,23692,Corporate,false
T0992,2025-04-13,A6531,2378,Deposit,New York,61430,Corporate,false
T0993,2025-02-07,A6678,4523,Deposit,Sydney,85195,Corporate,false
T0994,2025-04-04,A7768,1718,Deposit,London,3762,Corporate,false
T0995,2024-08-15,A4398,1529,Withdrawal,New York,93642,Retail,false
T0996,2025-02-28,A1375,4313,Transfer,Sydney,21977,Retail,false
T0997,2025-01-23,A8152,1832,Deposit,New York,31919,Corporate,false
T0998,2025-01-20,A8410,612,Deposit,London,76515,Corporate,false
T0999,2024-07-22,A1119,3724,Deposit,New York,16766,Retail,false
T1000,2024-11-29,A8041,4629,Transfer,New York,8602,Retail,false
T1001,2024-12-31,A9534,2493,Withdrawal,London,26406,Corporate,false
T1002,2025-01-26,A3281,4621,Transfer,Tokyo,29072,Retail,false
T1003,2025-03-05,A8575,4565,Withdrawal,Sydney,23565,Retail,false
T1004,2024-08-14,A2839,2179,Withdrawal,London,4937,Corporate,false
T1005,2024-09-29,A9270,4443,Deposit,London,64456,SME,false
T1006,2025-05-22,A3747,3409,Transfer,Sydney,56625,SME,false
T1007,2025-01-04,A3419,656,Transfer,New York,51111,Corporate,false
T1008,2025-01-05,A6031,2014,Deposit,Tokyo,55291,Corporate,false
T1009,2025-04-27,A2359,3833,Transfer,New York,68682,Retail,false
T1010,2025-04-04,A5326,2322,Transfer,London,5226,SME,false
T1011,2024-10-17,A3877,1900,Transfer,London,38939,Corporate,false
T1012,2024-12-25,A1171,2011,Deposit,London,68751,SME,false
T1013,2024-11-11,A9164,4081,Deposit,Tokyo,79903,Retail,false
T1014,2025-02-27,A1040,4223,Deposit,New York,15222,SME,false
T1015,2024-08-19,A3691,2131,Deposit,New York,44976,Retail,false
T1016,2025-03-11,A4775,4317,Withdrawal,London,22513,Retail,false
T1017,2024-08-04,A4371,1956,Withdrawal,Sydney,78865,SME,false
T1018,2025-02-02,A7524,1077,Deposit,Sydney,15285,Corporate,false
T1019,2025-05-14,A9358,725,Transfer,London,98821,Corporate,false
T1020,2024-09-01,A4041,1356,Transfer,Sydney,73375,SME,false
T1021,2024-09-16,A5289,2858,Withdrawal,New York,49419,Corporate,false
T1022,2024-10-12,A6225,1294,Withdrawal,Sydney,64698,Corporate,false
T1023,2025-03-17,A5603,1623,Withdrawal,Sydney,21478,Corporate,false
T1024,2025-05-01,A7309,2436,Transfer,Tokyo,92604,SME,false
T1025,2025-05-04,A5097,3974,Transfer,New York,69023,SME,false
T1026,2024-07-03,A1292,2333,Deposit,London,99622,Corporate,false
T1027,2025-04-04,A3965,2104,Transfer,Tokyo,43030,Retail,false
T1028,2025-02-28,A1775,351,Transfer,New York,87342,Retail,false
T1029,2024-08-10,A5928,4140,Transfer,New York,-2377,Corporate,false
T1030,2024-12-10,A9228,944,Deposit,New York,89573,Retail,false
T1031,2024-10-20,A3278,4932,Withdrawal,London,40436,Corporate,false
T1032,2024-11-06,A2843,4471,Transfer,New York,70611,Retail,false
T1033,2025-03-07,A1684,3433,Transfer,New York,3537,Corporate,false
T1034,2024-09-29,A1974,123,Deposit,Tokyo,70352,Retail,false
T1035,2025-01-07,A5211,879,Withdrawal,New York,55858,Corporate,false
T1036,2025-05-21,A6646,1047,Transfer,London,9865,Retail,false
T1037,2024-06-18,A3458,2388,Deposit,Sydney,86877,Retail,false
T1038,2025-01-10,A1644,1925,Transfer,London,10204,Retail,false
T1039,2024-09-20,A1449,919,Transfer,Sydney,7269,Corporate,false
T1040,2024-08-18,A8523,4106,Transfer,New York,85116,Retail,false
T1041,2025-05-06,A6843,3810,Withdrawal,Tokyo,18359,SME,false
T1042,2024-11-27,A3788,4108,Transfer,New York,63087,Corporate,false
T1043,2024-05-26,A1556,3897,Deposit,New York,90076,SME,false
T1044,2025-04-17,A3455,4017,Deposit,Tokyo,100046,SME,false
T1045,2024-06-28,A5852,3075,Deposit,New York,32845,SME,false
T1046,2025-05-15,A5602,4149,Deposit,New York,71844,Corporate,false
T1047,2025-05-06,A9593,4713,Withdrawal,New York,31652,SME,false
T1048,2025-03-23,A4693,3467,Deposit,London,33342,Corporate,false
T1049,2024-12-17,A5884,1778,Withdrawal,Sydney,56485,Retail,false
T1050,2024-12-10,A2142,1150,Deposit,London,98712,SME,false
T1051,2025-03-07,A7701,2266,Deposit,London,47976,SME,false
T1052,2025-02-10,A3812,4761,Deposit,New York,54857,Corporate,false
T1053,2025-04-17,A7689,473,Withdrawal,London,9357,SME,false
T1054,2024-11-16,A2590,591,Withdrawal,New York,8794,Corporate,false
T1055,2024-11-02,A8615,2744,Withdrawal,Sydney,43347,Retail,false
T1056,2024-11-29,A5781,3489,Transfer,London,21283,Corporate,false
T1057,2025-02-04,A4845,4435,Deposit,Tokyo,59453,Retail,false
T1058,2024-11-15,A5368,4556,Deposit,Sydney,102365,Corporate,false
T1059,2024-07-23,A1605,3208,Withdrawal,London,1875,Retail,false
T1060,2025-03-31,A7493,1771,Deposit,Sydney,98994,Corporate,false
T1061,2025-01-26,A4852,941,Transfer,New York,85549,Retail,false
T1062,2024-09-16,A9607,249,Withdrawal,Tokyo,6484,Corporate,false
T1063,2024-08-31,A3523,4796,Withdrawal,London,23912,Corporate,false
T1064,2025-03-04,A4375,4627,Withdrawal,Tokyo,73284,Corporate,false
T1065,2024-11-07,A2219,1647,Withdrawal,London,7706,SME,false
T1066,2025-02-17,A4685,77,Withdrawal,Tokyo,49141,SME,false
T1067,2024-09-26,A2815,3715,Transfer,London,77870,Corporate,false
T1068,2024-11-13,A1318,3527,Deposit,Tokyo,100931,Retail,false
T1069,2024-06-11,A9937,251,Transfer,Tokyo,93975,Corporate,false
T1070,2025-03-13,A1247,125,Transfer,New York,13038,Corporate,false
T1071,2025-05-01,A8510,2957,Withdrawal,Tokyo,41386,Corporate,false
T1072,2024-10-31,A5241,1353,Withdrawal,Sydney,57790,Corporate,false
T1073,2024-09-01,A4192,3526,Transfer,London,42502,Retail,false
T1074,2025-05-02,A1656,844,Transfer,New York,10950,Corporate,false
T1075,2024-06-04,A6235,1023,Withdrawal,New York,17118,Corporate,false
T1076,2024-10-08,A1767,4544,Withdrawal,New York,24662,Retail,false
T1077,2025-04-19,A5744,2201,Transfer,Sydney,59645,Retail,false
T1078,2024-12-25,A4712,3845,Transfer,New York,38658,Corporate,false
T1079,2025-04-01,A2940,996,Transfer,New York,36409,Retail,false
T1080,2024-08-19,A6099,1920,Deposit,New York,71870,Corporate,false
T1081,2024-11-03,A3175,4164,Withdrawal,London,2354,Retail,false
T1082,2025-02-01,A1169,1053,Deposit,Sydney,33114,SME,false
T1083,2024-10-26,A2001,2945,Transfer,London,94577,Corporate,false
T1084,2024-08-23,A4734,3906,Transfer,New York,69988,SME,false
T1085,2024-10-28,A8657,40,Withdrawal,New York,9549,Corporate,false
T1086,2025-04-23,A1388,1784,Deposit,New York,51723,Retail,false
T1087,2025-02-04,A4112,4707,Deposit,Sydney,18173,SME,false
T1088,2025-01-31,A3055,2521,Deposit,Sydney,73385,Corporate,false
T1089,2025-01-10,A1565,2283,Deposit,New York,93393,Retail,false
T1090,2024-09-27,A5086,3482,Deposit,New York,98706,Corporate,false
T1091,2025-05-09,A1760,3127,Transfer,New York,90210,Retail,false
T1092,2024-08-09,A8190,238,Withdrawal,Tokyo,50258,SME,false
T1093,2024-10-13,A6951,4608,Withdrawal,Sydney,2213,SME,false
T1094,2024-09-16,A6443,3935,Withdrawal,Sydney,26262,SME,false
T1095,2024-08-15,A6424,3054,Transfer,London,61737,SME,false
T1096,2024-08-31,A6197,3527,Deposit,New York,61310,SME,false
T1097,2024-11-02,A8741,541,Withdrawal,Tokyo,69842,SME,false
T1098,2024-05-30,A1926,359,Withdrawal,Sydney,73063,Retail,false
T1099,2025-05-11,A5008,4364,Deposit,London,52470,SME,false
T1100,2024-07-30,A6495,1874,Transfer,New York,80541,SME,false
T1101,2025-02-09,A5295,5860,Withdrawal,Tokyo,80136,SME,true
T1102,2025-04-29,A6706,2611,Withdrawal,New York,3718,Corporate,false
T1103,2025-03-21,A2850,2445,Transfer,London,24149,SME,false
T1104,2024-12-16,A7167,1850,Transfer,Sydney,87152,Retail,false
T1105,2024-06-01,A2950,1807,Deposit,Sydney,58101,SME,false
T1106,2024-11-21,A8817,4249,Deposit,New York,77078,Retail,false
T1107,2024-07-07,A1462,693,Deposit,Tokyo,8197,Corporate,false
T1108,2024-11-19,A3939,4106,Withdrawal,Sydney,40319,Retail,false
T1109,2024-12-19,A3635,2623,Withdrawal,London,9194,Corporate,false
T1110,2025-01-05,A6317,357,Deposit,Tokyo,3139,Retail,false
T1111,2024-10-06,A7376,4680,Transfer,Tokyo,81342,Retail,false
T1112,2024-10-04,A6775,3341,Transfer,London,95492,Retail,false
T1113,2024-10-29,A1397,4139,Withdrawal,London,19926,SME,false
T1114,2025-02-16,A5982,2271,Deposit,Sydney,28626,SME,false
T1115,2024-06-21,A8153,1231,Withdrawal,New York,94718,Retail,false
T1116,2025-02-23,A4159,4667,Deposit,Sydney,21347,SME,false
T1117,2024-05-28,A8597,319,Deposit,Sydney,57346,Retail,false
T1118,2025-04-16,A1975,3694,Transfer,London,55663,Corporate,false
T1119,2024-11-12,A9512,1812,Transfer,London,93830,SME,false
T1120,2025-02-21,A1409,511,Deposit,New York,64512,Retail,false
T1121,2024-12-15,A6104,1166,Transfer,Tokyo,65434,Retail,false
T1122,2024-11-29,A8140,1589,Transfer,Tokyo,1326,Corporate,false
T1123,2024-07-07,A3668,4035,Deposit,London,15066,Corporate,false
T1124,2025-01-15,A7352,3278,Withdrawal,London,64852,SME,false
T1125,2025-04-04,A1680,1761,Withdrawal,Sydney,26784,SME,false
T1126,2024-06-16,A2636,972,Withdrawal,Tokyo,69551,SME,false
T1127,2024-10-12,A8169,1134,Deposit,New York,65810,Corporate,false
T1128,2024-12-02,A3666,1566,Deposit,Sydney,78202,Corporate,false
T1129,2024-06-17,A8051,3148,Transfer,New York,56272,SME,false
T1130,2024-09-19,A1070,2806,Transfer,New York,82393,SME,false
T1131,2025-03-26,A1790,1710,Deposit,Sydney,56995,Corporate,false
T1132,2024-06-18,A1215,3599,Deposit,London,52371,Corporate,false
T1133,2024-07-10,A8578,761,Deposit,Sydney,43228,Corporate,false
T1134,2025-02-19,A8443,835,Transfer,London,44118,Retail,false
T1135,2024-11-06,A4039,4708,Deposit,Sydney,68881,Corporate,false
T1136,2024-10-22,A6212,3959,Withdrawal,Tokyo,19851,SME,false
T1137,2024-10-06,A7855,4371,Deposit,New York,25158,Corporate,false
T1138,2025-05-23,A1995,3216,Deposit,Tokyo,69821,SME,false
T1139,2025-04-08,A5825,3523,Transfer,Tokyo,50469,Corporate,false
T1140,2024-10-16,A1129,3002,Withdrawal,Tokyo,32445,Corporate,false
T1141,2024-07-25,A5006,4936,Deposit,Sydney,8757,Corporate,false
T1142,2024-11-06,A1611,621,Transfer,Tokyo,56536,Corporate,false
T1143,2025-05-09,A2985,182,Transfer,New York,72689,Retail,false
T1144,2025-05-23,A6235,927,Transfer,Tokyo,55913,Retail,false
T1145,2024-06-20,A9342,389,Transfer,Sydney,45914,Retail,false
T1146,2025-02-02,A5326,3089,Transfer,New York,22929,Corporate,false
T1147,2024-08-16,A2790,570,Transfer,Tokyo,5699,SME,false
T1148,2024-08-30,A5780,1129,Deposit,Tokyo,7015,Retail,false
T1149,2025-04-24,A9144,2071,Withdrawal,London,532,Retail,false
T1150,2024-08-07,A9598,2071,Deposit,London,15339,SME,false
T1151,2025-03-17,A6850,4103,Transfer,Sydney,53354,Retail,false
T1152,2024-07-05,A6751,1895,Deposit,Sydney,84080,Corporate,false
T1153,2024-08-30,A2429,2553,Transfer,London,18245,SME,false
T1154,2025-03-16,A4232,4052,Transfer,New York,71244,Corporate,false
T1155,2025-01-16,A8751,4586,Deposit,London,7660,Retail,false
T1156,2024-08-27,A7927,4713,Deposit,London,26520,SME,false
T1157,2024-06-21,A2359,2886,Transfer,Tokyo,86448,Retail,false
T1158,2025-05-03,A4659,3755,Deposit,Sydney,18775,Corporate,false
T1159,2024-06-30,A9820,3365,Withdrawal,New York,54978,Corporate,false
T1160,2024-10-29,A4551,3424,Withdrawal,London,84591,Retail,false
T1161,2024-08-28,A7357,644,Transfer,London,2251,Corporate,false
T1162,2025-03-07,A1089,3972,Deposit,Tokyo,16268,SME,false
T1163,2024-10-16,A1150,1554,Withdrawal,Sydney,98188,SME,false
T1164,2024-06-10,A9713,1029,Transfer,New York,5862,Corporate,false
T1165,2024-10-20,A2184,355,Deposit,Sydney,71705,Retail,false
T1166,2025-04-11,A4529,2482,Deposit,Sydney,11081,SME,false
T1167,2024-10-20,A7920,323,Deposit,Sydney,41153,Corporate,false
T1168,2025-04-12,A7890,2862,Withdrawal,London,12054,Retail,false
T1169,2024-08-26,A8982,4824,Transfer,Sydney,39121,Corporate,false
T1170,2024-11-09,A1842,4097,Deposit,New York,72464,SME,false
T1171,2024-08-20,A6335,3073,Deposit,Sydney,46142,Retail,false
T1172,2025-03-21,A7113,2059,Transfer,London,63307,Retail,false
T1173,2024-09-07,A4876,1254,Withdrawal,Sydney,75213,SME,false
T1174,2024-06-21,A3399,3775,Deposit,Tokyo,52626,SME,false
T1175,2025-03-26,A9779,2055,Transfer,London,39918,Retail,false
T1176,2024-12-17,A3928,2599,Transfer,Sydney,94673,Corporate,false
T1177,2024-12-22,A2174,2491,Withdrawal,New York,40020,Corporate,false
T1178,2024-06-06,A8995,297,Withdrawal,Tokyo,14109,Retail,false
T1179,2025-04-18,A4728,4863,Withdrawal,London,55234,Retail,false
T1180,2024-09-30,A8703,4522,Transfer,Sydney,79234,Retail,false
T1181,2024-07-08,A1530,2544,Withdrawal,Tokyo,74638,Retail,false
T1182,2024-07-26,A8791,417,Withdrawal,New York,51580,Retail,false
T1183,2024-06-12,A9480,132,Withdrawal,New York,51370,SME,false
T1184,2024-09-06,A6436,2548,Withdrawal,London,45866,Retail,false
T1185,2024-11-22,A5982,930,Transfer,New York,93038,Retail,false
T1186,2024-11-17,A2837,932,Transfer,Sydney,78725,Retail,false
T1187,2024-11-08,A6081,101,Deposit,London,54474,Retail,false
T1188,2025-03-18,A6363,4183,Deposit,Tokyo,44072,Corporate,false
T1189,2024-06-23,A7250,3343,Transfer,Sydney,226,Corporate,false
T1190,2024-08-09,A8174,3807,Deposit,Sydney,62882,SME,false
T1191,2024-06-11,A2756,3665,Deposit,Sydney,74050,Corporate,false
T1192,2024-12-27,A4194,983,Deposit,London,91825,Retail,false
T1193,2024-12-24,A5589,3978,Transfer,New York,63563,Retail,false
T1194,2024-11-02,A4287,2653,Deposit,Sydney,61599,Retail,false
T1195,2024-09-10,A5246,2190,Withdrawal,New York,31914,Corporate,false
T1196,2024-06-02,A9201,4793,Withdrawal,New York,16155,Retail,false
T1197,2024-12-11,A2602,1757,Deposit,London,45997,Corporate,false
